Company,Industry,Region,Founded_Year,Year,Revenue_USD,Expenses_USD,Profit_USD,Churn_Rate,Customer_Count,ARPU_USD,Market_Share_Percent
Anderson and Sons,EdTech,North America,2011,2020,50997670.28,38661081.8,12336588.48,0.1662,37074,1375.56,12.11
Anderson and Sons,EdTech,North America,2011,2021,165399236.0,140139668.17,25259567.83,0.1094,16799,9845.78,8.98
Anderson and Sons,EdTech,North America,2011,2022,142527942.79,71683449.92,70844492.87,0.1344,32359,4404.58,2.32
Anderson and Sons,EdTech,North America,2011,2023,155622713.33,105623231.87,49999481.46,0.1174,26032,5978.13,6.93
Anderson and Sons,EdTech,North America,2011,2024,189113384.66,145512146.44,43601238.22,0.0256,46712,4048.5,8.17
Singleton-Lawson,AI/ML,Australia,2017,2020,117264670.96,75366965.14,41897705.82,0.0494,18952,6187.46,12.47
Singleton-Lawson,AI/ML,Australia,2017,2021,133474421.16,84802592.6,48671828.56,0.2345,29527,4520.42,10.19
Singleton-Lawson,AI/ML,Australia,2017,2022,106102526.66,83528226.85,22574299.81,0.1495,2764,38387.31,14.52
Singleton-Lawson,AI/ML,Australia,2017,2023,178187606.03,131896944.09,46290661.94,0.1372,39744,4483.38,9.72
Singleton-Lawson,AI/ML,Australia,2017,2024,178627654.32,141678699.29,36948955.04,0.132,46117,3873.36,11.17
Hart-Wise,FinTech,Europe,2004,2020,166971948.64,111990782.36,54981166.28,0.1657,18459,9045.56,11.28
Hart-Wise,FinTech,Europe,2004,2021,139293368.98,124842670.22,14450698.76,0.0767,22885,6086.67,12.75
Hart-Wise,FinTech,Europe,2004,2022,89841858.26,77937715.19,11904143.08,0.1157,44642,2012.5,11.96
Hart-Wise,FinTech,Europe,2004,2023,117447401.52,103833747.75,13613653.76,0.1685,19807,5929.59,5.0
Hart-Wise,FinTech,Europe,2004,2024,64288351.42,45312707.86,18975643.56,0.2358,27201,2363.46,3.2
Larson-Everett,CRM,Asia,2011,2020,39524770.56,21748356.6,17776413.96,0.0846,38259,1033.08,11.65
Larson-Everett,CRM,Asia,2011,2021,147579740.83,120858174.07,26721566.76,0.0747,25811,5717.71,7.03
Larson-Everett,CRM,Asia,2011,2022,13531090.5,8185088.29,5346002.22,0.1147,42169,320.88,5.87
Larson-Everett,CRM,Asia,2011,2023,157312321.79,109671624.53,47640697.26,0.0534,23942,6570.56,14.13
Larson-Everett,CRM,Asia,2011,2024,176563799.14,124667618.26,51896180.88,0.1959,48098,3670.92,10.02
Taylor Inc,HealthTech,Europe,2008,2020,190975710.5,162265867.6,28709842.9,0.1799,45223,4222.98,3.86
Taylor Inc,HealthTech,Europe,2008,2021,132049415.76,76493916.49,55555499.27,0.0446,9353,14118.4,14.54
Taylor Inc,HealthTech,Europe,2008,2022,97874201.59,51427076.72,46447124.87,0.1424,6153,15906.74,0.84
Taylor Inc,HealthTech,Europe,2008,2023,20746836.12,10646087.07,10100749.05,0.1298,24351,851.99,2.95
Taylor Inc,HealthTech,Europe,2008,2024,123854925.18,82027354.45,41827570.73,0.0199,41048,3017.32,4.05
Reid Ltd,FinTech,North America,2011,2020,176872224.48,155520103.89,21352120.59,0.1268,38375,4609.05,0.92
Reid Ltd,FinTech,North America,2011,2021,108547959.99,57337206.19,51210753.8,0.2342,40139,2704.3,10.92
Reid Ltd,FinTech,North America,2011,2022,45497062.41,30921321.26,14575741.15,0.2011,21968,2071.06,10.74
Reid Ltd,FinTech,North America,2011,2023,185082404.7,130826008.0,54256396.7,0.0381,43933,4212.83,11.27
Reid Ltd,FinTech,North America,2011,2024,146057481.02,109827770.96,36229710.05,0.0963,20775,7030.44,0.25
Jones PLC,Cybersecurity,North America,2005,2020,24252414.59,14730964.33,9521450.27,0.1282,43278,560.39,2.54
Jones PLC,Cybersecurity,North America,2005,2021,56837014.39,29914416.89,26922597.49,0.1794,20254,2806.21,3.34
Jones PLC,Cybersecurity,North America,2005,2022,193272248.91,106735324.74,86536924.17,0.0992,26112,7401.66,2.26
Jones PLC,Cybersecurity,North America,2005,2023,105814357.79,93665091.61,12149266.18,0.1558,18350,5766.45,7.17
Jones PLC,Cybersecurity,North America,2005,2024,3973908.48,2121695.41,1852213.06,0.2038,19147,207.55,8.44
Hanson Ltd,FinTech,South America,2012,2020,171194056.31,132379266.49,38814789.82,0.0226,41288,4146.34,12.7
Hanson Ltd,FinTech,South America,2012,2021,160218264.86,112696183.93,47522080.93,0.0659,36724,4362.77,11.23
Hanson Ltd,FinTech,South America,2012,2022,43464698.82,31070017.67,12394681.16,0.1869,44203,983.3,3.26
Hanson Ltd,FinTech,South America,2012,2023,158922873.99,91342974.88,67579899.11,0.026,45624,3483.32,10.97
Hanson Ltd,FinTech,South America,2012,2024,147621778.66,78535865.05,69085913.61,0.0963,7372,20024.66,8.36
Hale-Ryan,FinTech,Europe,2010,2020,185386211.31,93367776.6,92018434.71,0.0281,34382,5391.96,13.03
Hale-Ryan,FinTech,Europe,2010,2021,100937279.6,52945393.32,47991886.27,0.1815,35489,2844.18,14.56
Hale-Ryan,FinTech,Europe,2010,2022,112672741.57,71497332.01,41175409.56,0.1346,47232,2385.52,10.48
Hale-Ryan,FinTech,Europe,2010,2023,135051275.31,80527379.91,54523895.4,0.1885,47412,2848.46,7.31
Hale-Ryan,FinTech,Europe,2010,2024,60331459.92,36408951.79,23922508.13,0.0162,42758,1411.0,5.56
"Stewart, Lester and Hamilton",E-Commerce,Australia,2013,2020,151476642.88,133613012.11,17863630.77,0.0676,34365,4407.88,9.16
"Stewart, Lester and Hamilton",E-Commerce,Australia,2013,2021,81866132.4,63085129.42,18781002.97,0.0556,26605,3077.1,10.49
"Stewart, Lester and Hamilton",E-Commerce,Australia,2013,2022,112902964.64,73904590.01,38998374.62,0.1109,33694,3350.83,8.29
"Stewart, Lester and Hamilton",E-Commerce,Australia,2013,2023,91565901.62,51988276.81,39577624.81,0.1628,34837,2628.41,10.63
"Stewart, Lester and Hamilton",E-Commerce,Australia,2013,2024,184167556.49,112024233.44,72143323.05,0.0989,32106,5736.23,13.24
Moore-Moreno,EdTech,South America,2000,2020,182694670.43,155202388.41,27492282.02,0.1304,39549,4619.45,6.21
Moore-Moreno,EdTech,South America,2000,2021,95198797.9,49470946.02,45727851.88,0.0559,7554,12602.44,5.41
Moore-Moreno,EdTech,South America,2000,2022,37088581.26,28856693.74,8231887.52,0.1579,27205,1363.3,5.92
Moore-Moreno,EdTech,South America,2000,2023,181994383.49,93117337.86,88877045.63,0.1946,36754,4951.69,8.77
Moore-Moreno,EdTech,South America,2000,2024,107629081.33,79490258.76,28138822.57,0.0978,38066,2827.43,7.85
Mcconnell Group,AI/ML,South America,2001,2020,25116084.75,13854686.62,11261398.13,0.1388,5311,4729.07,11.75
Mcconnell Group,AI/ML,South America,2001,2021,40681074.25,21752148.2,18928926.05,0.1553,42093,966.46,10.13
Mcconnell Group,AI/ML,South America,2001,2022,107023995.62,81885588.76,25138406.87,0.1516,16438,6510.77,7.58
Mcconnell Group,AI/ML,South America,2001,2023,145642697.35,79417868.99,66224828.36,0.1075,49373,2949.85,11.71
Mcconnell Group,AI/ML,South America,2001,2024,153899802.25,136828543.22,17071259.03,0.0786,21389,7195.28,10.42
"Young, Rogers and Hendrix",Cybersecurity,Asia,2009,2020,149172306.09,100727803.17,48444502.92,0.2063,43782,3407.16,10.02
"Young, Rogers and Hendrix",Cybersecurity,Asia,2009,2021,105885116.72,80022668.52,25862448.21,0.0911,27751,3815.54,9.18
"Young, Rogers and Hendrix",Cybersecurity,Asia,2009,2022,52662763.08,34906496.74,17756266.35,0.1726,17654,2983.05,11.93
"Young, Rogers and Hendrix",Cybersecurity,Asia,2009,2023,99930216.45,85730035.59,14200180.86,0.0742,14932,6692.35,13.49
"Young, Rogers and Hendrix",Cybersecurity,Asia,2009,2024,179458829.86,138952299.38,40506530.48,0.2162,22390,8015.13,12.99
"Peterson, Gonzalez and Fisher",EdTech,Asia,2019,2020,82931265.04,55693949.28,27237315.75,0.1505,43026,1927.47,3.84
"Peterson, Gonzalez and Fisher",EdTech,Asia,2019,2021,65472382.03,36271136.22,29201245.81,0.0811,13577,4822.3,5.45
"Peterson, Gonzalez and Fisher",EdTech,Asia,2019,2022,162054848.85,106182127.38,55872721.47,0.201,3196,50705.52,11.38
"Peterson, Gonzalez and Fisher",EdTech,Asia,2019,2023,67736139.02,54038324.78,13697814.24,0.0465,35077,1931.07,4.26
"Peterson, Gonzalez and Fisher",EdTech,Asia,2019,2024,129980292.2,110395427.1,19584865.11,0.02,36771,3534.86,2.06
Orr-Herrera,HealthTech,North America,2012,2020,122279407.27,86728283.74,35551123.54,0.2199,30377,4025.39,7.96
Orr-Herrera,HealthTech,North America,2012,2021,131776323.73,78179601.33,53596722.4,0.2175,35332,3729.66,10.44
Orr-Herrera,HealthTech,North America,2012,2022,5192679.98,3370375.68,1822304.3,0.0944,4258,1219.51,12.07
Orr-Herrera,HealthTech,North America,2012,2023,84221764.64,51663247.86,32558516.78,0.0781,30097,2798.34,11.14
Orr-Herrera,HealthTech,North America,2012,2024,133048341.82,85445230.9,47603110.92,0.2041,36969,3598.92,4.64
Smith Ltd,EdTech,Europe,2006,2020,2774992.94,1639696.35,1135296.59,0.1075,17493,158.63,12.29
Smith Ltd,EdTech,Europe,2006,2021,186124509.1,133643607.61,52480901.5,0.1688,17940,10374.83,1.57
Smith Ltd,EdTech,Europe,2006,2022,47951558.42,37572923.23,10378635.18,0.2077,17682,2711.89,0.29
Smith Ltd,EdTech,Europe,2006,2023,32484721.26,25407682.66,7077038.6,0.0685,19895,1632.81,4.44
Smith Ltd,EdTech,Europe,2006,2024,154908976.25,82134417.56,72774558.7,0.2086,48268,3209.35,0.62
Sanchez-Hernandez,AI/ML,Australia,2007,2020,19760781.96,17480733.33,2280048.64,0.2037,33275,593.86,0.16
Sanchez-Hernandez,AI/ML,Australia,2007,2021,4180644.95,2787045.41,1393599.54,0.0472,29708,140.72,8.49
Sanchez-Hernandez,AI/ML,Australia,2007,2022,188867275.83,94723004.53,94144271.3,0.0671,7849,24062.59,2.23
Sanchez-Hernandez,AI/ML,Australia,2007,2023,153321816.42,125109038.32,28212778.1,0.1634,48078,3189.02,7.21
Sanchez-Hernandez,AI/ML,Australia,2007,2024,198923722.82,153503206.58,45420516.25,0.0278,17142,11604.46,15.0
Thomas-Mueller,FinTech,Australia,2004,2020,58905701.7,42597756.76,16307944.94,0.083,6190,9516.27,2.7
Thomas-Mueller,FinTech,Australia,2004,2021,192652543.57,109856628.09,82795915.48,0.0526,26761,7199.0,14.99
Thomas-Mueller,FinTech,Australia,2004,2022,58795635.84,35993631.46,22802004.38,0.0483,5677,10356.81,1.06
Thomas-Mueller,FinTech,Australia,2004,2023,194559454.14,139618196.3,54941257.84,0.1444,19595,9929.04,3.56
Thomas-Mueller,FinTech,Australia,2004,2024,176496914.03,111422861.12,65074052.91,0.0371,46771,3773.64,6.5
"Solomon, Gomez and Russell",Cybersecurity,North America,2007,2020,33069619.86,16733525.83,16336094.03,0.0851,39409,839.14,0.92
"Solomon, Gomez and Russell",Cybersecurity,North America,2007,2021,72293022.69,50081719.23,22211303.46,0.1308,12139,5955.43,4.19
"Solomon, Gomez and Russell",Cybersecurity,North America,2007,2022,81205867.93,65885219.02,15320648.91,0.2359,13397,6061.5,12.77
"Solomon, Gomez and Russell",Cybersecurity,North America,2007,2023,111007969.52,92176054.79,18831914.73,0.0828,47144,2354.66,1.69
"Solomon, Gomez and Russell",Cybersecurity,North America,2007,2024,138294809.73,83518692.61,54776117.12,0.0711,47614,2904.5,4.76
"Miller, Davis and Owen",E-Commerce,Europe,2010,2020,31315832.38,16894080.21,14421752.17,0.1492,45827,683.35,3.37
"Miller, Davis and Owen",E-Commerce,Europe,2010,2021,93941349.48,63250745.64,30690603.84,0.2019,14806,6344.82,14.37
"Miller, Davis and Owen",E-Commerce,Europe,2010,2022,165205061.21,119928396.26,45276664.96,0.0531,7853,21037.19,0.88
"Miller, Davis and Owen",E-Commerce,Europe,2010,2023,4538686.6,3713633.97,825052.63,0.1245,28940,156.83,0.92
"Miller, Davis and Owen",E-Commerce,Europe,2010,2024,108023173.77,94444628.92,13578544.85,0.1534,42941,2515.62,7.29
Armstrong-Vasquez,AI/ML,Europe,2009,2020,186561561.76,150758813.45,35802748.31,0.1894,10969,17008.07,12.19
Armstrong-Vasquez,AI/ML,Europe,2009,2021,41054047.9,24033655.09,17020392.81,0.1723,10972,3741.71,4.42
Armstrong-Vasquez,AI/ML,Europe,2009,2022,170882952.27,111936852.27,58946100.0,0.0876,37169,4597.46,13.57
Armstrong-Vasquez,AI/ML,Europe,2009,2023,32992784.26,21334951.54,11657832.71,0.1586,7772,4245.08,4.4
Armstrong-Vasquez,AI/ML,Europe,2009,2024,117949625.23,86874697.37,31074927.87,0.1826,10569,11159.96,1.37
Maynard-Chavez,E-Commerce,Australia,2008,2020,67536405.63,56391572.14,11144833.48,0.0844,8612,7842.13,9.03
Maynard-Chavez,E-Commerce,Australia,2008,2021,16203598.06,9571521.23,6632076.83,0.2336,38008,426.32,10.38
Maynard-Chavez,E-Commerce,Australia,2008,2022,121283339.75,65844571.53,55438768.22,0.132,21431,5659.25,4.2
Maynard-Chavez,E-Commerce,Australia,2008,2023,182098165.62,137221126.09,44877039.53,0.0273,39677,4589.51,13.11
Maynard-Chavez,E-Commerce,Australia,2008,2024,163283912.0,96920289.31,66363622.69,0.0582,14358,11372.33,5.95
Thomas-Thomas,E-Commerce,Europe,2001,2020,62666962.08,35150907.89,27516054.18,0.0734,9872,6347.95,1.34
Thomas-Thomas,E-Commerce,Europe,2001,2021,124760264.03,79358656.26,45401607.77,0.2154,5392,23138.03,7.23
Thomas-Thomas,E-Commerce,Europe,2001,2022,37766066.19,26219178.07,11546888.12,0.179,23948,1577.0,11.53
Thomas-Thomas,E-Commerce,Europe,2001,2023,42765687.53,26885699.26,15879988.28,0.1217,19569,2185.38,0.17
Thomas-Thomas,E-Commerce,Europe,2001,2024,187458938.31,101698611.93,85760326.38,0.2121,25226,7431.18,7.7
Ward-Drake,HealthTech,Asia,2008,2020,180350512.17,157266034.56,23084477.6,0.1021,36233,4977.52,7.3
Ward-Drake,HealthTech,Asia,2008,2021,24103914.02,13164622.21,10939291.81,0.2024,10425,2312.13,6.38
Ward-Drake,HealthTech,Asia,2008,2022,47483824.17,27532481.49,19951342.68,0.0191,1002,47389.05,4.01
Ward-Drake,HealthTech,Asia,2008,2023,12364741.33,7324770.44,5039970.89,0.2025,13786,896.91,5.72
Ward-Drake,HealthTech,Asia,2008,2024,180860529.29,95471983.16,85388546.13,0.024,10491,17239.59,3.31
"Grant, Perez and Donaldson",E-Commerce,North America,2014,2020,77160672.58,61884724.07,15275948.51,0.1714,29583,2608.28,1.57
"Grant, Perez and Donaldson",E-Commerce,North America,2014,2021,162811558.28,137805213.22,25006345.07,0.0513,9627,16911.97,8.53
"Grant, Perez and Donaldson",E-Commerce,North America,2014,2022,123879419.39,63899854.07,59979565.32,0.1067,33584,3688.64,10.5
"Grant, Perez and Donaldson",E-Commerce,North America,2014,2023,128351700.7,80633784.36,47717916.34,0.0324,16835,7624.1,2.47
"Grant, Perez and Donaldson",E-Commerce,North America,2014,2024,12584825.1,8535993.84,4048831.26,0.0218,34012,370.01,5.8
Singh Inc,CRM,South America,2012,2020,162769612.99,137843214.51,24926398.49,0.1715,8310,19587.2,8.54
Singh Inc,CRM,South America,2012,2021,153132392.58,84927409.42,68204983.15,0.0649,14050,10899.1,14.6
Singh Inc,CRM,South America,2012,2022,158532375.43,94672069.83,63860305.6,0.228,6122,25895.52,7.08
Singh Inc,CRM,South America,2012,2023,177733297.73,134456356.56,43276941.17,0.1093,35878,4953.82,5.69
Singh Inc,CRM,South America,2012,2024,102770472.64,64500554.51,38269918.13,0.2426,12595,8159.62,9.67
Morgan-Mason,AI/ML,North America,2013,2020,180760202.79,151869624.06,28890578.73,0.1094,22774,7937.13,3.06
Morgan-Mason,AI/ML,North America,2013,2021,121133948.51,63507286.15,57626662.35,0.1092,18323,6611.03,6.6
Morgan-Mason,AI/ML,North America,2013,2022,150237090.7,124872559.95,25364530.75,0.1951,43296,3470.0,10.12
Morgan-Mason,AI/ML,North America,2013,2023,102721004.26,80990283.61,21730720.65,0.0946,15408,6666.73,12.65
Morgan-Mason,AI/ML,North America,2013,2024,62035222.36,41673969.5,20361252.87,0.123,34039,1822.47,5.6
"Knight, Johnson and Cooper",E-Commerce,North America,2012,2020,189486774.09,112988127.58,76498646.51,0.0676,22605,8382.52,2.48
"Knight, Johnson and Cooper",E-Commerce,North America,2012,2021,179463747.33,118768466.54,60695280.79,0.1194,41969,4276.1,5.25
"Knight, Johnson and Cooper",E-Commerce,North America,2012,2022,125058447.61,64470103.63,60588343.97,0.0548,35416,3531.13,5.59
"Knight, Johnson and Cooper",E-Commerce,North America,2012,2023,138625113.14,90781886.64,47843226.5,0.0931,16222,8545.5,3.69
"Knight, Johnson and Cooper",E-Commerce,North America,2012,2024,43229898.1,25946289.96,17283608.15,0.2034,47246,915.0,9.14
"Rush, Coleman and Walker",AI/ML,South America,2015,2020,49787241.36,26457661.83,23329579.53,0.0955,8219,6057.58,3.5
"Rush, Coleman and Walker",AI/ML,South America,2015,2021,148523524.43,92662831.72,55860692.71,0.2161,1652,89905.28,9.1
"Rush, Coleman and Walker",AI/ML,South America,2015,2022,99681634.43,51438478.02,48243156.41,0.2462,29067,3429.37,0.24
"Rush, Coleman and Walker",AI/ML,South America,2015,2023,162141008.69,97894238.47,64246770.22,0.1627,26964,6013.24,6.74
"Rush, Coleman and Walker",AI/ML,South America,2015,2024,167551485.88,101533992.89,66017492.99,0.1177,13516,12396.53,12.96
Swanson Ltd,HealthTech,Australia,2011,2020,118981543.23,83561824.53,35419718.7,0.0143,7449,15972.82,14.0
Swanson Ltd,HealthTech,Australia,2011,2021,77845643.67,61638847.7,16206795.97,0.0149,10472,7433.69,2.12
Swanson Ltd,HealthTech,Australia,2011,2022,90618850.2,75374181.33,15244668.88,0.0826,25722,3523.01,7.31
Swanson Ltd,HealthTech,Australia,2011,2023,99108921.15,54301650.58,44807270.57,0.2026,9205,10766.86,8.38
Swanson Ltd,HealthTech,Australia,2011,2024,81987304.09,56083159.01,25904145.08,0.0136,36758,2230.46,10.19
"Mcpherson, Coleman and Kelley",E-Commerce,Europe,2013,2020,127491801.25,86697073.14,40794728.11,0.0911,29743,4286.45,7.51
"Mcpherson, Coleman and Kelley",E-Commerce,Europe,2013,2021,32658850.96,18719046.51,13939804.45,0.0976,14275,2287.84,0.39
"Mcpherson, Coleman and Kelley",E-Commerce,Europe,2013,2022,194646403.72,114565049.7,80081354.02,0.2033,9515,20456.79,8.65
"Mcpherson, Coleman and Kelley",E-Commerce,Europe,2013,2023,128206113.23,92652468.61,35553644.62,0.1872,32958,3889.98,3.94
"Mcpherson, Coleman and Kelley",E-Commerce,Europe,2013,2024,82550884.18,56466921.94,26083962.24,0.0814,18810,4388.67,0.37
Frey-Brown,E-Commerce,Europe,2010,2020,124479859.52,77667819.98,46812039.53,0.0306,36771,3385.27,7.28
Frey-Brown,E-Commerce,Europe,2010,2021,151688839.87,103288816.43,48400023.44,0.0204,49356,3073.36,12.55
Frey-Brown,E-Commerce,Europe,2010,2022,10644863.89,6330002.93,4314860.95,0.2235,45135,235.84,4.89
Frey-Brown,E-Commerce,Europe,2010,2023,199650337.11,179378935.42,20271401.69,0.0559,22534,8859.96,7.34
Frey-Brown,E-Commerce,Europe,2010,2024,133491932.89,94941996.29,38549936.59,0.2427,24195,5517.34,10.83
"Raymond, Parks and Finley",EdTech,South America,2002,2020,82792011.4,47730501.01,35061510.39,0.1341,12319,6720.68,4.73
"Raymond, Parks and Finley",EdTech,South America,2002,2021,66724866.09,33650641.56,33074224.53,0.1782,17150,3890.66,13.62
"Raymond, Parks and Finley",EdTech,South America,2002,2022,26251320.54,18733321.54,7517998.99,0.2211,21921,1197.54,1.33
"Raymond, Parks and Finley",EdTech,South America,2002,2023,153599162.67,81088038.31,72511124.36,0.1249,6105,25159.57,14.18
"Raymond, Parks and Finley",EdTech,South America,2002,2024,57968137.39,39670349.56,18297787.83,0.1711,7038,8236.45,7.35
Hawkins-Carrillo,FinTech,North America,2009,2020,183716211.24,106367925.06,77348286.18,0.2462,10096,18196.93,1.98
Hawkins-Carrillo,FinTech,North America,2009,2021,189263746.45,104668459.86,84595286.59,0.1959,1179,160529.05,0.79
Hawkins-Carrillo,FinTech,North America,2009,2022,125543982.87,94213131.19,31330851.68,0.2239,46565,2696.1,6.7
Hawkins-Carrillo,FinTech,North America,2009,2023,124327012.53,100454914.14,23872098.39,0.035,38598,3221.07,4.28
Hawkins-Carrillo,FinTech,North America,2009,2024,164452865.24,120663654.26,43789210.98,0.132,5477,30026.08,6.98
Moore-Collins,AI/ML,North America,2019,2020,58968250.03,46869463.33,12098786.7,0.0268,39097,1508.26,9.48
Moore-Collins,AI/ML,North America,2019,2021,140463958.39,110186773.32,30277185.07,0.0225,29343,4786.97,2.07
Moore-Collins,AI/ML,North America,2019,2022,151734250.78,92614234.82,59120015.97,0.2272,44306,3424.69,13.31
Moore-Collins,AI/ML,North America,2019,2023,76912821.17,61521819.5,15391001.67,0.0332,21140,3638.26,14.88
Moore-Collins,AI/ML,North America,2019,2024,154546684.95,90287934.47,64258750.49,0.1303,10795,14316.51,6.2
"Guzman, Holder and Wolf",FinTech,South America,2003,2020,47163874.82,40980187.47,6183687.36,0.1522,48096,980.62,2.26
"Guzman, Holder and Wolf",FinTech,South America,2003,2021,52443982.09,45406548.34,7037433.75,0.0371,41081,1276.6,7.62
"Guzman, Holder and Wolf",FinTech,South America,2003,2022,36929558.26,30470325.99,6459232.28,0.14,30480,1211.6,3.45
"Guzman, Holder and Wolf",FinTech,South America,2003,2023,94170121.97,57070452.73,37099669.24,0.1862,16321,5769.87,13.14
"Guzman, Holder and Wolf",FinTech,South America,2003,2024,18382184.09,15919584.16,2462599.93,0.0804,10476,1754.69,3.87
Hill Inc,HealthTech,Asia,2006,2020,152541706.92,101918197.66,50623509.26,0.2365,31177,4892.76,2.64
Hill Inc,HealthTech,Asia,2006,2021,54907559.31,38635449.01,16272110.3,0.0454,31563,1739.62,1.64
Hill Inc,HealthTech,Asia,2006,2022,23268036.44,12575571.52,10692464.92,0.0127,20502,1134.92,14.2
Hill Inc,HealthTech,Asia,2006,2023,50453688.21,27882026.09,22571662.12,0.0825,20797,2426.01,3.9
Hill Inc,HealthTech,Asia,2006,2024,171977110.01,123575216.4,48401893.61,0.1467,16863,10198.49,6.41
"Cruz, Barnett and Hoffman",CRM,Asia,2015,2020,16482216.88,13282316.92,3199899.96,0.0783,20642,798.48,5.14
"Cruz, Barnett and Hoffman",CRM,Asia,2015,2021,95740116.85,71352059.22,24388057.63,0.2185,26017,3679.91,11.33
"Cruz, Barnett and Hoffman",CRM,Asia,2015,2022,193686222.81,157238571.66,36447651.15,0.0154,8523,22725.12,8.03
"Cruz, Barnett and Hoffman",CRM,Asia,2015,2023,58333368.03,30264779.28,28068588.74,0.1705,36774,1586.27,8.08
"Cruz, Barnett and Hoffman",CRM,Asia,2015,2024,35486722.8,22320436.21,13166286.6,0.1157,16082,2206.61,4.05
Tyler-Page,E-Commerce,Australia,2010,2020,65491225.44,47214930.06,18276295.38,0.0221,14017,4672.27,10.83
Tyler-Page,E-Commerce,Australia,2010,2021,90007035.64,54230764.61,35776271.03,0.0557,5725,15721.75,6.19
Tyler-Page,E-Commerce,Australia,2010,2022,66701073.43,53223864.31,13477209.13,0.0291,40770,1636.03,5.85
Tyler-Page,E-Commerce,Australia,2010,2023,98002030.46,62917112.09,35084918.37,0.087,14091,6954.94,1.94
Tyler-Page,E-Commerce,Australia,2010,2024,31195614.89,15968863.83,15226751.06,0.0272,16184,1927.56,4.59
Mcguire-Glenn,Cybersecurity,Europe,2012,2020,152160184.77,112964563.04,39195621.73,0.1469,13697,11109.02,1.66
Mcguire-Glenn,Cybersecurity,Europe,2012,2021,176438808.79,125447706.84,50991101.96,0.208,24984,7062.07,13.92
Mcguire-Glenn,Cybersecurity,Europe,2012,2022,190066182.69,137214539.82,52851642.86,0.0918,27623,6880.72,8.26
Mcguire-Glenn,Cybersecurity,Europe,2012,2023,14722039.15,11146212.19,3575826.96,0.151,45674,322.33,2.46
Mcguire-Glenn,Cybersecurity,Europe,2012,2024,98518631.42,63608398.99,34910232.43,0.1635,35743,2756.31,9.49
Warner-Diaz,FinTech,North America,2013,2020,56391596.5,48220488.56,8171107.94,0.0197,3963,14229.52,3.92
Warner-Diaz,FinTech,North America,2013,2021,143352384.81,99200911.66,44151473.15,0.1066,33813,4239.56,6.68
Warner-Diaz,FinTech,North America,2013,2022,154597010.21,93624743.77,60972266.44,0.0113,9983,15486.03,14.84
Warner-Diaz,FinTech,North America,2013,2023,9779805.14,7451848.19,2327956.95,0.1163,12351,791.82,13.03
Warner-Diaz,FinTech,North America,2013,2024,48048478.7,35703784.82,12344693.88,0.1066,17142,2802.97,1.11
"Chang, Figueroa and Pennington",AI/ML,North America,2009,2020,132995031.06,79070152.4,53924878.66,0.0335,12678,10490.22,3.31
"Chang, Figueroa and Pennington",AI/ML,North America,2009,2021,172601740.12,151350009.64,21251730.48,0.1344,16700,10335.43,3.59
"Chang, Figueroa and Pennington",AI/ML,North America,2009,2022,11856638.3,7201722.47,4654915.84,0.167,8838,1341.55,2.23
"Chang, Figueroa and Pennington",AI/ML,North America,2009,2023,102798202.06,85515590.87,17282611.18,0.094,37880,2713.79,7.74
"Chang, Figueroa and Pennington",AI/ML,North America,2009,2024,55019314.29,37522089.06,17497225.23,0.123,35346,1556.59,11.68
Cruz and Sons,HealthTech,South America,2004,2020,129860339.87,65632312.93,64228026.94,0.0489,25532,5086.18,2.61
Cruz and Sons,HealthTech,South America,2004,2021,152571992.04,136395034.46,16176957.58,0.237,36477,4182.69,10.62
Cruz and Sons,HealthTech,South America,2004,2022,48371413.84,29402745.76,18968668.08,0.1671,45458,1064.09,12.76
Cruz and Sons,HealthTech,South America,2004,2023,97066718.05,63023764.81,34042953.24,0.1284,26034,3728.46,2.92
Cruz and Sons,HealthTech,South America,2004,2024,180379730.59,138833729.38,41546001.22,0.162,39314,4588.18,6.4
"Diaz, Jones and Gonzalez",HealthTech,North America,2012,2020,25950211.12,13791994.08,12158217.05,0.1366,46708,555.58,8.87
"Diaz, Jones and Gonzalez",HealthTech,North America,2012,2021,19665989.28,13223277.95,6442711.32,0.0519,39737,494.9,12.64
"Diaz, Jones and Gonzalez",HealthTech,North America,2012,2022,116793758.57,87311984.87,29481773.7,0.0779,10677,10938.82,14.64
"Diaz, Jones and Gonzalez",HealthTech,North America,2012,2023,58679289.01,39287149.7,19392139.31,0.166,37860,1549.9,2.83
"Diaz, Jones and Gonzalez",HealthTech,North America,2012,2024,118678574.12,85922987.24,32755586.88,0.1873,26039,4557.72,2.52
Williams-Cooper,E-Commerce,North America,2005,2020,138548426.89,85977157.12,52571269.77,0.1602,6899,20082.39,8.63
Williams-Cooper,E-Commerce,North America,2005,2021,82094865.84,52987686.18,29107179.67,0.062,43147,1902.68,7.49
Williams-Cooper,E-Commerce,North America,2005,2022,67881362.49,35873405.81,32007956.67,0.0315,7083,9583.7,6.76
Williams-Cooper,E-Commerce,North America,2005,2023,52321161.47,43429386.76,8891774.71,0.1265,43321,1207.76,12.97
Williams-Cooper,E-Commerce,North America,2005,2024,61174911.38,35309767.52,25865143.86,0.0379,27855,2196.19,6.71
Curry-Foley,CRM,Australia,2003,2020,79294536.32,52834736.18,26459800.14,0.1226,10475,7569.88,7.95
Curry-Foley,CRM,Australia,2003,2021,147377104.63,76937311.99,70439792.65,0.2231,18430,7996.59,4.36
